,News
2372,AT_USER decent day w / 2 early day-trade ls $ aapl / $ pcln & i also got the fills & further index upside for $ iwm / $ spy straddle ahead of nfp
2376,rt AT_USER on the AT_USER podcast via AT_USER thoughtful discussion from AT_USER & AT_USER on ipad & $ aapl earnings URL
2387,$ aapl apple issues os x 10.9 . 3 mavericks seed to developers with minor tweaks URL
2390,rt AT_USER rt AT_USER another look at apple's valuation from AT_USER URL $ aapl
2399,seeking the next hot pennystock $ sc $ adt $ nav $ aapl overvalued URL
2401,rt AT_USER took gains in $ fb at 1.56 from our buy moments ago at 1.30 for a quick gain $ goog $ aapl $ mu $ fb $ ebay $ bbry $ spy $ qqq …
2410,"apple , cirrus logic , harley-davidson are up big after earnings URL $ aapl $ crus $ hog"
2411,stock watchlist . dont be left behind $ wy $ peg $ rsg $ aapl newsletter URL
2422,$ aapl : sass new all-business 737 will shuttle energy execs from norway to hou ... URL
2430,todays stocks you should watch $ ccl $ hts $ spn $ aapl try this rate_limit_exceeded
2434,"rt AT_USER it's an $ aapl world , and $ fb shareholders are just living in it . URL"
2438,rumor mill spins out of control over next-gen earpods $ aapl ​ ​ ​ aapl URL
2452,$ nfg are you hanging on to $ mnk $ cna $ aapl overvalued URL
2460,$ dnb are you looking to buy $ wcn $ iaci $ aapl financial URL
2462,a video stock market analysis for the week that was URL $ twtr $ spy $ qqq $ iwm $ xlf $ aapl $ axp
2464,great stock newsletter you must have $ nue $ pcar $ tel $ aapl try this URL
2489,rt AT_USER $ aapl high open interest range is 570.00 to 600.00 for option expiration 05/09 / 2014 . URL
2496,the morning dump - may 5th swarm $ aapl AT_USER legal $ goog vine skype $ fb ad mute snapchat URL
2499,find out the latest on $ stz $ cprt $ tfx $ aapl i suggest URL
2511,$ aapl $ 600
2524,swing trading approach frees you from watching the markets live webinar on sunday URL $ aapl $ goog
2537,$ oc are you investing in $ mdr $ cyn $ aapl must see URL
2540,best of stocktwits : AT_USER AT_USER AT_USER $ spy $ twtr $ aapl URL
2562,"really , if suppliers already have orders for iphone 6 , i think apple will announce it before sept . 5 month too much for apple lines . $ aapl"
2570,$ wec stock watchlist . dont be left behind $ mdu $ udr $ aapl financial URL
2572,small-cap stocks making 52 - wk highs $ deck $ dlr $ petm $ aapl wallstreet URL
2573,rt AT_USER sign up today for our stock alerts ! URL URL $ fb $ twtr $ aapl stockaction wealth in …
2577,$ aapl apple ios 7 bugs leaves email attachments vulnerable to hackers URL
2582,rt AT_USER $ aapl tiene un potencial de alza de acuerdo a su precio objetivo de 6 % mientras que $ amzn de 44 % . sugerimos ese swap
2590,"buying $ buying $ aapl 590 calls at . 98-1 . 04 same contract amount as the 595 calls , this way at the close we -> URL"
2595,midday wrap : apple talk shifts from headphones to displays URL $ aapl $ pxlw wallstreet us stockmarket world
2616,"rt AT_USER will iphone 6 be a big earnings winner for $ aapl ? retweet for yes , favorite for no ."
2621,rt AT_USER $ regn $ aapl $ tsla $ nflx $ fb $ yhoo $ pcar 65 call 21 jun op : 70 cent
2624,"did dr . dre confirm $ 3.2- billion apple deal with a selfie ? "" URL / / / predict on $ aapl --> URL"
2645,$ aapl : apple falls on beats news ; tesla recovers from selloff URL
2671,$ aapl $ 590 may 17 calls @ $ 3.50 sold 2/3 rd @ $ 5.00 + 40 % sold 1/3 rd @ $ 4.75 + 35 %
2676,$ aapl : analyst : orders for apple ’ s iphone 6 to surpass iphone 5s URL
2700,rt AT_USER $ angi bullish engulfing - ton of upside potential stocks $ mine $ slnx $ fb $ icnm $ jcp $ aapl $ goog $ twtr $ tsla $ fslr URL
2703,$ mine bullish - bouncing off support $ domk $ mine $ spy $ slnx $ tsla $ aapl $ rt $ jcp $ csco $ gain $ wmt $ wfm $ fslr $ wen URL
2709,study and learn this pattern $ fb $ twtr $ aapl $ tsla $ ddd do it almost daily URL
2714,could be breaktout time on $ aiz $ tsn $ schw $ aapl i suggest URL
2716,are you bullish on these stocks $ osk $ clgx $ pg $ aapl singedinvestor URL
2720,are you looking for winners like $ aes $ mbi $ pcg $ aapl stock URL
2727,"apple settles with motorola , will work with google on patent reform URL $ aapl , $ goog , $ lnvgy , $ ssnlf , $ ssngy , $ lnvgf"
2738,"AT_USER should be okay , unless a mkt wide dump . $ aapl also likely being green when mkt is red flighttosafety"
2747,rt AT_USER everyone must steal google's new camera feature $ aapl $ msft $ ssnlf $ goog URL via AT_USER
2749,"$ aapl end to apple , google , motorola patent dispute : will it usher in a new age of tech ? URL"
2757,"this week's write up , looking at $ es_f , $ nq_f , $ biib , $ fb , $ aapl , $ amgn , $ vz , $ mon , $ px , $ ups URL"
2767,"$ aapl a wall street transcript interview with laura martin , a managing director and senior analyst at needham & company : mobile ..."
2773,$ aapl breaking out ? URL
2775,$ aapl $ 604-605 eod b / c shorts cover .
2780,todays stocks you should be watching $ boh $ woof $ ew $ aapl worth a look URL
2829,weekly time frames suggesting congestion with bullish bias . video shows why $ spy $ qqq $ aapl $ nflx URL
2833,"AT_USER looking at $ aapl 5 yr chart , 2.2 % dividend , low p / e ~ 14.5 , huge market cap ( ability to buy back ) ... what's not to love ?"
2837,are you considering selling $ ilmn $ xls $ msg $ aapl nasdaq URL
2842,AT_USER all this talk about streaming music but is the real applebeats play wireless headphones AT_USER $ aapl.URL
2848,"lest i sound too bullish ( probably do ) , possible early caution sign-if $ aapl's resolving hourly / daily price volatility to upside can't hold ?"
2852,momentum stock watchlist for tomorrow $ opk $ mack $ kors $ yndx $ len $ bcei $ jazz $ ovti $ aapl $ aal
2861,apple demographic trends confirm a bullish year $ aapl $ ssnlf URL
2863,"rt AT_USER apple ( $ aapl ) caught another bid over the last half hour , now up close to $ 10 on the day ."
2867,"rt AT_USER u . s patent 8,738 , 104 methods and systems for integrally trapping a glass insert in a metal bezel . $ aapl $ lqmt $ gtat URL"
2878,"rt AT_USER apple stock update - $ aapl : $ 625.28 , up 11.15 ( 1.82 % ) on tue may 27 2014 at 14:30 : 23 est URL"
2879,rt AT_USER check out these stock options URL sign up 4 a 7 day trial 2 trade ' em $ aapl $ nflx $ fb $ tsla $ amzn $ …
2893,rt AT_USER great stocks trading learning opportunity tonight from a millionaire trader for free URL $ spy $ aapl …
2900,rt AT_USER 2 . $ aapl signaling the exhaustion - risk range now = $ 610-632
2901,mechanic big picture report broght to you by odyssey trading grou ... URL $ spy $ goog $ qqq $ aapl $ dia
2925,the defensive portfolio : focusing on competitive advantage URL $ aapl apple $ amzn $ fb $ goog $ googl
2926,are you considering selling $ unm $ mxim $ akam $ aapl nse URL
2937,100 % computer generated real time unbiased trade alerts URL stocks $ aapl $ fb $ twtr $ goog $ amzn $ nflx $ mine $ dnax
2960,"rt AT_USER iovine key to apple in beats buy , but he lacks title via AT_USER $ aapl URL"
2964,rt AT_USER apple agrees to buy beats for $ 3 billion - update $ aapl URL via AT_USER
2969,$ aapl : apple : fashion fruit URL
2970,the beat goes on at apple : URL $ aapl $ twtr $ snn $ agn
2978,rt AT_USER =) rt AT_USER $ aapl calls ... URL URL
2989,weekly s & p100 stocks trend $ fb $ sbux $ dow $ axp $ fdx $ ms $ aapl $ intc $ ba $ hpq $ gd $ f $ cof $ usb $ dd $ v $ ups @ URL
2991,rt AT_USER long-term portfolio review : 29 trades in 6 months - up 19 % - details $ aapl $ abx $ btu $ clf $ ebay $ lulu $ rig $ twtr @ htt …
2992,rt AT_USER 11 trade ideas today : $ aapl $ fcx $ nem $ nflx $ sco $ sds $ spy $ sqqq $ tza $ ubnt $ uso $ wynn - - URL
2995,$ aapl - apple : can it avoid wwdc sell-off ? asks btig -> URL stock stocks stockaction
3001,rt AT_USER a little inspiration buy & hold stock options $ spy $ aapl $ f $ gld $ lnkd $ tsla $ qqq $ iwm $ bac $ wfc $ xlf realtime ht …
3005,$ aapl next monday will make some significant announcements as 118 of its 235 developers workshops have unannounced / redacted titles ...
3023,rt AT_USER goldman takes $ aapl price target to $ 720 . ( via AT_USER AT_USER
3025,let's rock the markets ! ! ! $ oodh $ brk $ mcd $ aol $ nflx $ tsla $ mmm $ gold $ iau $ gmcr $ wmt $ vz $ ko $ aapl $ fb $ pgol $ iag $ cat $ aa $ goog $ p $ c $
3036,"week in review 2 : resurrection : when $ aapl innovates , it changes the world . aapl has found its post jobs identity . URL"
3045,rt AT_USER $ aapl update URL
3051,are you thinking of investing in $ roc $ bbt $ drq $ aapl must see URL
3052,small-cap stocks breaking 52 - wk high prices $ awi $ amd $ k $ aapl wealthmanagement URL
3058,rt AT_USER here's what to expect from apple's upcoming wwdc keynote : URL $ aapl URL
3067,“ AT_USER 3 big tasks for $ aapl wwdc 2014 : ( 1 ) redefine narrative ( 2 ) tools for new iphone size ( 3 ) revitalize ipad w software ”
3068,rt AT_USER wwdc 14 tv madness . AT_USER $ aapl AT_USER URL
3070,"rt AT_USER theflynews : $ aapl apple set up possible iwatch for later in year , says piper jaffray : full story URL"
3075,stock market reports on stocks like $ bro $ rai $ ed $ aapl nse URL
3077,$ aapl bears all happy down . 79 % . they forget we are up 12 % last 30 days .
3078,rt AT_USER and now we have cloudkit . to go along with homekit and healthkit . what's next ? earthakit ? the catwoman app ? $ aapl
3081,"rt AT_USER wwdc mildly disappointing to the retail set , but $ aapl finding support at a key fibonacci level , so it's hanging in there ."
3091,"so if hollywood were to make a movie out of this epically long wwdc keynote , who would play craig federighi ? john slattery perhaps ? $ aapl"
3098,rt AT_USER cook should be comparing maverick to android and chrome and not the limping windows 8 . $ aapl $ goog $ msft
3110,$ aapl apple ( aapl ) wwdc 2014 ios 8 and os x 10.10 : ceo tim cook to unveil new ... URL
3111,$ aapl conference to begin at 1 p . m . $ gtat
3113,rt AT_USER always nice to be back in sfo . see you tmrw on AT_USER from apple's developer's conference $ aapl wwdc URL
3121,watch me trade live for $ 308 in profits - view video here : URL $ mine $ erbb $ nwgc $ fb $ tsla $ aapl $ siri $ lnkd $ kkd $ mnga
3124,rt AT_USER $ aapl up 100 + $ nflx up 100 + $ googl up 65 + $ pcln up 150 + $ tsla up 35 . so which on hasn't moved . $ amzn next . 345 coming …
3134,rt AT_USER coming soon to an iphone near you : bitcoin . URL via AT_USER $ aapl
3136,$ aapl - wwdc : apple developers amass ahead of keynote address -> URL stock stocks stockaction
3143,time to sell some apple ? it may be right ! $ aapl URL
3151,rt AT_USER coming on AT_USER at the top of the hour to discuss the stakes involved with $ aapl ’ s biggest wwdc keynote in recent memo …
3155,trade : bearish vertical on $ aapl : jun 114 607.5 / 605 . close 84 % URL
3173,swift is billed as objective-c without the c had explained by $ aapl wwdc 14
3181,"rt AT_USER roger mcnamee ( AT_USER joins us this morning , talking u . s . tech in china , wwdc / apple , and pandora . $ aapl $ p"
3201,$ aapl apple ’ s new programming language has been in development for nearly four years URL
3204,"using today's price as est , $ 92.12 is price which a $ aapl share will trade this coming monday following this friday's post close 7/1 split ."
3205,"rt AT_USER URL via AT_USER $ aapl all set to cave in , leading into nfp on "" fryday"
3206,"apple : researchers submit patent application , "" flexible printed circuit connector protection structures "" , ... URL $ aapl"
3216,"$ aapl apple , inc . opens up access to its wwdc developer utopia URL"
3221,"rt AT_USER the next "" big thing "" for apple ? it's 7 - for - 1 stock split . URL $ aapl apple"
3227,"rt AT_USER if $ aapl goes down after stock split i will buy more ! a lot more . i have 5 ipads at home , 3 iphones . oh , and 1 ipod . no b …"
3239,apple's effort to make china a growth hub hinges on winning over more developers like woody wan . $ aapl URL by AT_USER
3240,dont want to lose like you did with $ v $ rf $ kors $ aapl must see URL
3242,make sure to watch the market today . big news w the split happening at $ aapl do u buy in now ?
3253,rt AT_USER reminder : $ aapl will open monday morning at $ 92.22 . don ’ t panic .
3254,$ aapl apple inc ’ s ‘ ‘ hidden ’ ’ cloud comes out into the open URL
3256,are you bullish on these stocks $ gmt $ chs $ deck $ aapl click URL
3268,rt . AT_USER cnbc is brilliant to highlight AT_USER & john with this segment . stellar $ aapl URL …
3270,rt AT_USER looks like $ aapl can be a fab 5 candidate now . $ 100 roll baby lol
3288,¿ estamos listos para arrancar con el split de $ aapl ? URL
3292,what do the analysts think about apple's wwdc announcements ? $ aapl URL
3294,$ aapl 7:1 split
3302,our $ aapl $ fb $ spy calls rockin ' hard - lovin it URL $ goog $ nflx $ fb $ vxx $ pcln $ f $ gm $ tsla $ qqq $ spy $ amzn $ yy $ rio
3307,"rt AT_USER 5 stocks trending on stocktwits before the opening bell : $ aapl , $ fdo , $ zen , $ tsn and $ adi URL"
3311,rt AT_USER apple ( $ aapl ) stock split 7 to 1 - closed at $ 647 and will open at $ 92 per share .
3317,URL bobirw : short 1000 $ aapl at 93.47 : bobirw URL URL
3318,rt AT_USER $ aapl is the top trending ticker on stocktwits . it's set to open at $ 92 / share after its 7 - for - 1 split URL
3327,"for apple , marketing is a whole new game URL <- scaling to 1000 people in-house $ aapl"
3339,pht day trade set ups 6/10 / 2014 – $ aapl $ big $ bx $ ddd $ feye $ fslr $ gme $ mygn $ rax $ sina URL
3350,"rt AT_USER AT_USER rt $ nflx algos setup in sigma-x crossfinder lts t / s buy , p / t 430 hft $ pcln $ bidu $ fb $ twtr $ tsla $ pcln $ amzn $ aapl …"
3356,$ tel stocks to watch this week $ foxa $ isrg $ aapl view now URL
3359,$ aapl if y'all follow icahn into trades buy $ fnma instead . much more wiggle room in the short term imo .
3365,"$ aapl : the probe by the european commission , the eu's executive arm , will center on generous tax arrangements ... URL"
3372,this is what happens when $ aapl and $ xlf both go down at the same time .
3382,$ aapl support : 92.64 90.25 87.89 85.56 83.26 81.00 resistance : 95.06 97.51 100.00 102.51 105.06 107.64
3386,are you considering buying $ pf $ aig $ wcrx $ aapl must have URL
3399,rt AT_USER here we go again ! can i double member money 10 times today ? $ aapl $ gs $ lnkd $ spy $ fb already done it 7 times ! URL
3414,"$ aapl health platforms to lead to more quantitative dialogue b / n docs + pats , say 3 abelsontaylor execs : URL via AT_USER"
