,News
291,are you putting your money in $ ofc $ rig $ dst $ aapl must have URL
292,rt AT_USER 2 reasons apple will buy netflix URL via AT_USER $ aapl $ cmcsa $ twc $ nflx
293,could apple $ aapl replace panasonic as a strategic partner in tesla $ tsla motors ' gigafactory ? URL
294,"our hot penny stock picks , gained 2,100 % in 4 weeks ! subscribe today : URL $ trx $ aapl $ goog"
295,$ aapl apple's ibeacon is ready for minnesota twins game opener URL
296,a sea of red : altex vision update $ plug $ msft $ tsla $ lnkd $ nflx $ qcor $ intc $ aapl $ fb URL
297,rt AT_USER the waning integrity of us financial markets $ spy $ gs $ aapl $ fb URL via AT_USER timestamp june …
298,todays stocks you should be watching $ lltc $ cck $ wm $ aapl singedinvestor URL
299,great stock newsletter you must have $ etr $ tmhc $ ddd $ aapl moneymanagement URL
300,"rt AT_USER closing at or around the highs "" very bullish "" $ aapl $ goog $ tsla $ nflx $ lnkd $ amzn $ cmg $ gs $ fb"
301,stock watchlist you should be looking at $ aeo $ kos $ wcc $ aapl check out URL
302,stock market reports you need on $ cnqr $ hcp $ tdg $ aapl give it a try URL
303,"$ aapl's down with the rest , but not nearly as much . so it's a hold imo ."
304,$ aapl - is samsung suffering from apple syndrome ? -> URL stock stocks stockaction
305,"$ aapl - apple , google and ge - which 1 of these things is not like the others -> URL stock stocks stockaction"
306,the dumbest apple article award goes to ... URL $ nflx $ goog $ ssnlf $ bbry via AT_USER $ aapl iphone
307,$ mdlz keeping my eye on $ pxd $ clf $ aapl view now URL
308,"rt AT_USER 38 years ago this month , apple co-founder ronald wayne sold his 10 % stake in $ aapl for $ 800 . current value : $ 46 billion ."
309,"rt AT_USER 38 years ago this month , apple co-founder ronald wayne sold his 10 % stake in $ aapl for $ 800 . current value : $ 46 billion ."
310,"rt AT_USER 38 years ago this month , apple co-founder ronald wayne sold his 10 % stake in $ aapl for $ 800 . current value : $ 46 billion ."
311,"rt AT_USER 38 years ago this month , apple co-founder ronald wayne sold his 10 % stake in $ aapl for $ 800 . current value : $ 46 billion ."
312,"rt AT_USER 38 years ago this month , apple co-founder ronald wayne sold his 10 % stake in $ aapl for $ 800 . current value : $ 46 billion ."
313,"rt AT_USER 38 years ago this month , apple co-founder ronald wayne sold his 10 % stake in $ aapl for $ 800 . current value : $ 46 billion ."
314,"rt AT_USER 38 years ago this month , apple co-founder ronald wayne sold his 10 % stake in $ aapl for $ 800 . current value : $ 46 billion ."
315,"rt AT_USER 38 years ago this month , apple co-founder ronald wayne sold his 10 % stake in $ aapl for $ 800 . current value : $ 46 billion ."
316,"rt AT_USER 38 years ago this month , apple co-founder ronald wayne sold his 10 % stake in $ aapl for $ 800 . current value : $ 46 billion ."
317,$ isca stock watchlist . dont be left behind $ fl $ wtw $ aapl research URL
318,"flappy bird ' refuses to die , still popular teen game URL ibdblogs via AT_USER $ aapl $ goog $ ntdoy $ king $ znga"
319,rt AT_USER apple $ aapl is considering raising iphone the 6 prices by $ 100 .
320,stock watchlist . dont be left behind $ cbs $ adt $ wfm $ aapl stockmarket URL
321,$ aapl - blackberry plans heartbleed patches as mobile threat scrutinized -> URL stock stocks stockaction
322,todays movers to research $ aon $ bku $ clwr $ aapl personalfinance URL
323,"trade - - $ aapl : exit long at 518.23 , date = 4/14 / 2014 , time = 15:13 : 34:0"
324,rt AT_USER wearables take a step forward at work URL wearables $ aapl $ goog nikeplus fitbit jawbone URL
325,should you hold or add to $ hta $ nem $ cci $ aapl try this URL
326,( mentally ) stopped out of $ nflx long twice now when its runs collapsed . still watching to see what happens next . meanwhile $ aapl is going .
327,are you considering buying $ swn $ hrb $ alsn $ aapl check out URL
328,$ aapl 521.29 +0.44 % $ fb 59.63 -0.16 % $ amzn 325.60 +0.6 % $ googl 541.78 -3.9 % $ yhoo 35.84 -1.4 % $ twtr 45.79 +3.1 % $ king 18.04 +0.06 %
329,get the latest on $ roc $ dis $ df $ aapl view now URL
330,are you thinking of investing in $ flo $ ndsn $ csl $ aapl financial URL
331,"rt AT_USER 38 years ago this month , apple co-founder ronald wayne sold his 10 % stake in $ aapl for $ 800 . current value : $ 46 billion $ aapl"
332,"largest open interest increases among single stock options for 4/21 include $ mu , $ bac , $ aapl , $ ge , and $ yhoo ."
333,todays stocks you should watch $ cce $ aiz $ hsp $ aapl newsletter URL
334,find the next hot pennystock $ cli $ ice $ fbhs $ aapl singedinvestor URL
335,rt AT_USER apple ’ s iphone 6 reportedly delayed for a battery issue $ aapl URL - AT_USER URL
336,rt AT_USER apple ’ s iphone 6 reportedly delayed for a battery issue $ aapl URL - AT_USER URL
337,AT_USER rt marc faber : us markets in dangerous overpriced territory $ aapl nexttrade stocks $ pcln $ amzn $ nflx $ goog $ tsla $ fb $ bbry $ gld $ qqq
338,account doubling system 40 % returns in minutes video URL $ fb $ aapl
339,apple $ aapl [ cap $ 473.8 b ] q2 earnings tomorrow after close [ eps consensus = 10.22 ] [ 4wk chg vs mkt : 98 % ] AT_USER
340,are you considering buying $ rlgy $ splk $ sre $ aapl view now URL
341,AT_USER $ t quarter makes me think $ aapl is a short after next iphone launch . move towards unsubsidized phones = gm % pressure
342,rt AT_USER i guess $ aapl needs retail investors now that hedge funds are all bailing . 7-1 split .
343,$ aapl $ 560
344,$ aapl up 7 % after hours . i guess they like the margin ( re ) expansion .
345,good to be long $ aapl AT_USER apple shares surge 7 % after earnings beat and stock split URL
346,"rt AT_USER apple stock splits : june 15 , 1987 june 21 , 2000 february 28 , 2005 june 2 , 2014 $ aapl"
347,rt AT_USER AT_USER AT_USER simple > year old chart and tweet of chl ... forewarned long bf earnings and $ aapl deal htt …
348,$ aapl seeking the next hot pennystock $ cat $ pc $ gld research URL
349,"$ aapl - tech stocks : apple , facebook , amazon off as techs retreat URL"
350,$ lltc it could be breaktout time on $ amp $ trip $ aapl must see URL
351,"should you buy , sell or hold $ xyl $ aapl $ dtv $ ir singedinvestor URL"
352,"ok , got my $ aapl order in for earnings , went a little above close at 525 , anyone hear anything yet ?"
353,"rt AT_USER $ aapl also raises buyback plan $ 30b , raises dividend 8 % , announces 7:1 stock split"
354,"rt AT_USER check out that chart rt AT_USER breaking : shares of $ aapl re-open , stock soars more than 7 % : URL URL"
355,are you bullish on these stocks $ ea $ ajg $ tmk $ aapl money URL
356,"$ aapl - apple ceo tim cook discusses earnings , buyback , china , iphone sales : l ... -> URL stock stocks stockaction"
357,last time i saw this much negativity / low expectations on a big tech stock ( $ aapl ) into earnings was $ goog last fall ~ ~
358,rt AT_USER apple $ aapl reports earnings on wednesday . what to look for : URL ( photo : getty ) URL
359,esperaremos a esta noche con $ aapl ... a ver si hay suerte y salimos con un gran gap al alza . eso es lo que se necesita para bailar .
360,are you thinking of investing in $ bwc $ neu $ tmhc $ aapl investing URL
361,"rt AT_USER after last night's $ aapl earnings , thestreet's AT_USER takes an apple-fueled victory lap : URL"
362,yo les digo desde ahora a los que rompen las bolas por dm . el 4 de junio es el ultimo día para comprar $ aapl antes del split x 7 . de nada .
363,"if $ aapl can break into new 52 - week highs , it would be another good sign for the market's rally effort ."
364,rt AT_USER apple's iphone generated great results and a solid outlook URL $ aapl
365,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
366,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
367,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
368,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
369,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
370,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
371,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
372,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
373,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
374,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
375,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
376,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
377,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
378,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
379,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
380,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
381,rt AT_USER our apple trade of the year on track for 525 % gains ! more ideas on $ crox $ txn $ cake $ fb $ aapl and commentary @ URL
382,"rt AT_USER based on today's earnings wrap , what is your year-end price target for $ aapl ? annnnd go !"
383,+ 213 profit on 5k capital.stocks : $ qcor $ gmcrURL ytd gross profit for 2014 : + 30490 apr 2014 : + 5292 $ spy $ qqq $ aapl
384,rt AT_USER $ aapl is propping up the $ qqq this morning and hiding some of the damage .
385,rt AT_USER $ aapl and $ fb calls--reading them again before sleep ...
386,$ aapl | news & coverage URL
387,todays stocks you should watch $ fsl $ cost $ mdr $ aapl liquidity URL
388,going after $ aapl tomorrow ! hope i can get in somewhere reasonable .
389,"in terms of revenue , it was apple ’ s strongest non-holiday quarter in company history ... URL $ aapl"
390,couple of stocks you should watch $ rpai $ swks $ cl $ aapl view now URL
391,"AT_USER rt $ aapl algo setup for today apr . 25 , 2014 t / s : sell , p / t : 555 nexttrade stocks $ pcln $ amzn $ goog $ tsla $ fb $ bidu $ spy $ nflx $ qqq"
392,$ aapl - tech firms agree to settle lawsuit over no-hiring pacts -> URL stock stocks stockaction
393,commented on stocktwits : $ aapl daily - price near the hot-potato trend-line ( orange ) means price normally gap up / ... URL
394,"rt AT_USER . AT_USER apple , AT_USER & adobe pay $ 324 million to settle workers ' lawsuit URL $ goog $ aapl $ intc $ adbe"
395,shoud you sell or hold stocks like $ wu $ iex $ wyn $ aapl financialnews URL
396,"the diff between $ aapl and $ msft is that jobs built an experience using his product on top of just being "" cool "" . URL"
397,"the dow finished perfectly unchanged thursday , but why did nike and at & t fall ? URL - $ aapl"
398,1 / looking back last 2 weeks not my most accurate but the big winners $ aapl $ nflx $ xoom $ swks more than made up for the poor plays
399,"goldman sachs $ gs downgraded q1 real gdp growth to 1 % get $ hdge , short $ aapl , $ dia , $ spy , $ qqq AT_USER AT_USER URL"
400,couple of stocks you should watch $ cbg $ gpn $ joe $ aapl overvalued URL
401,$ aapl iphone traffickers convincing poor / homeless to sign contracts at apple store ... URL
402,ibd : china slowing ? big u . s . companies remain bullish URL $ aapl $ cat $ sbux $ mcd $ yum $ utx $ lvs
403,apple price target increased to $ 590.00 by analysts at janney montgomery scott $ aapl URL
404,$ aapl overpriced by 99.50 pts in 52 dma chart strong sell on valuations nexttrade stocks $ pcln $ amzn $ goog $ tsla $ fb $ nflx $ spy $ qqq
405,rt AT_USER apple's india problem : 80 % + favor android tablets - $ aapl 3rd . road to ipad sales growth runs through the subcontinent . http …
406,"darn you , apple deferrals ! correction : _operating_ income up in q1 , no asterisks required for net income in q2 . $ aapl mybad"
407,here are some stocks to watch $ hcc $ biib $ ingr $ aapl financialnews URL
408,top tech stocks based on algorithms : 16.71 % gain in 3 months URL invest stocks wallstreet $ amd $ tsla $ msft $ hpq $ aapl
409,rt AT_USER apple $ aapl cash overseas : $ 130b total : $ 150b us corporations $ 1.1 t $ 1.8 t cut a deal AT_USER AT_USER re …
410,$ msm wow . great stock research on $ arg $ enh $ aapl must see URL
411,$ aapl - apple versus samsung case goes to california jury -> URL stock stocks stockaction
412,$ fitb get great research on stocks $ col $ payx $ aapl nse URL
413,rt AT_USER fed policy statement and trade ideas for $ ezch and $ aapl apple qe - - URL
414,rt AT_USER fed policy statement and trade ideas for $ ezch and $ aapl apple qe - - URL
415,rt AT_USER fed policy statement and trade ideas for $ ezch and $ aapl apple qe - - URL
416,rt AT_USER fed policy statement and trade ideas for $ ezch and $ aapl apple qe - - URL
417,rt AT_USER fed policy statement and trade ideas for $ ezch and $ aapl apple qe - - URL
418,rt AT_USER fed policy statement and trade ideas for $ ezch and $ aapl apple qe - - URL
419,rt AT_USER fed policy statement and trade ideas for $ ezch and $ aapl apple qe - - URL
420,rt AT_USER fed policy statement and trade ideas for $ ezch and $ aapl apple qe - - URL
421,rt AT_USER fed policy statement and trade ideas for $ ezch and $ aapl apple qe - - URL
422,rt AT_USER fed policy statement and trade ideas for $ ezch and $ aapl apple qe - - URL
423,rt AT_USER fed policy statement and trade ideas for $ ezch and $ aapl apple qe - - URL
